movie_id,title,genre,director,language,release_year,rating,duration_min,popularity
659,Movie_659,"Adventure, Comedy",Neha Kapoor,French,2025,2.6,151,9979
660,Movie_660,"Sci-Fi, Thriller",Priya Singh,Spanish,2024,6.3,98,6910
661,Movie_661,"Adventure, Thriller, Romance",Neha Kapoor,Spanish,2016,7.7,129,4262
662,Movie_662,"Fantasy, Comedy",Ankit Sharma,French,2000,7.6,171,126
663,Movie_663,"Romance, Adventure",Priya Singh,French,2008,7.1,170,9864
664,Movie_664,"Fantasy, Sci-Fi, Adventure",Arjun Gupta,English,2000,7.0,124,3420
665,Movie_665,"Fantasy, Romance, Comedy",Priya Singh,Spanish,2016,1.3,178,1392
666,Movie_666,"Comedy, Action",Arjun Gupta,Spanish,2002,4.0,101,5073
667,Movie_667,"Romance, Action, Thriller",Raj Mehta,Hindi,2012,9.1,143,2747
668,Movie_668,Sci-Fi,Rahul Verma,English,2006,2.8,129,8755
669,Movie_669,"Drama, Sci-Fi",Ankit Sharma,French,2001,5.8,111,5228
670,Movie_670,"Romance, Sci-Fi",Raj Mehta,Hindi,2023,5.2,149,5664
671,Movie_671,Drama,Priya Singh,Hindi,2018,8.8,154,2255
672,Movie_672,"Sci-Fi, Action, Romance",Neha Kapoor,French,2011,2.0,134,2039
673,Movie_673,"Comedy, Adventure, Sci-Fi",Raj Mehta,Hindi,2010,4.8,89,7526
674,Movie_674,"Thriller, Sci-Fi",Rahul Verma,English,2009,7.7,158,5767
675,Movie_675,"Drama, Comedy, Adventure",Rahul Verma,French,2004,2.4,152,2827
676,Movie_676,Action,Neha Kapoor,Spanish,2021,7.4,128,5318
677,Movie_677,"Thriller, Comedy",Neha Kapoor,French,2009,1.7,102,1781
678,Movie_678,"Romance, Comedy, Action",Priya Singh,Hindi,2004,6.1,112,8078
679,Movie_679,"Thriller, Romance, Fantasy",Rahul Verma,English,2025,4.9,114,2034
680,Movie_680,Action,Ankit Sharma,Spanish,2014,4.0,104,2729
681,Movie_681,"Drama, Romance, Action",Rahul Verma,Spanish,2015,1.1,114,2740
682,Movie_682,"Drama, Adventure",Rahul Verma,English,2024,2.8,87,4731
683,Movie_683,Romance,Ankit Sharma,French,2015,8.2,174,6183
684,Movie_684,Thriller,Rahul Verma,English,2014,2.0,175,5525
685,Movie_685,"Thriller, Sci-Fi, Comedy",Ankit Sharma,Hindi,2018,3.0,160,1239
686,Movie_686,"Drama, Comedy",Raj Mehta,English,2010,7.5,137,171
687,Movie_687,Action,Rahul Verma,Hindi,2003,8.4,117,4474
688,Movie_688,"Thriller, Romance, Drama",Rahul Verma,Spanish,2001,5.1,138,2637
689,Movie_689,"Fantasy, Sci-Fi, Adventure",Ankit Sharma,French,2025,3.4,164,3908
690,Movie_690,"Adventure, Fantasy",Priya Singh,English,2002,3.1,90,366
691,Movie_691,Sci-Fi,Priya Singh,French,2001,2.0,82,9041
692,Movie_692,Fantasy,Priya Singh,Hindi,2025,5.3,102,2514
693,Movie_693,"Sci-Fi, Romance",Rahul Verma,French,2025,8.9,115,8692
694,Movie_694,Adventure,Raj Mehta,English,2023,3.0,148,9085
695,Movie_695,Comedy,Rahul Verma,English,2012,1.9,143,7320
696,Movie_696,"Romance, Thriller",Ankit Sharma,Spanish,2018,1.2,133,7304
697,Movie_697,Comedy,Arjun Gupta,English,2003,7.1,92,3111
698,Movie_698,Thriller,Arjun Gupta,English,2022,9.7,156,1988
699,Movie_699,"Thriller, Drama, Comedy",Neha Kapoor,Hindi,2013,4.1,117,8884
700,Movie_700,"Action, Sci-Fi, Drama",Neha Kapoor,English,2023,3.2,87,5672
701,Movie_701,Adventure,Arjun Gupta,English,2010,3.4,139,3148
702,Movie_702,"Action, Adventure, Sci-Fi",Raj Mehta,Hindi,2022,3.8,180,2228
703,Movie_703,"Drama, Sci-Fi, Adventure",Raj Mehta,Hindi,2008,2.1,162,9024
704,Movie_704,"Fantasy, Thriller, Action",Priya Singh,English,2019,5.2,141,7860
705,Movie_705,"Sci-Fi, Action, Drama",Arjun Gupta,Hindi,2011,3.8,142,1579
706,Movie_706,"Drama, Romance",Raj Mehta,English,2018,1.9,173,7267
707,Movie_707,Fantasy,Rahul Verma,Hindi,2024,4.1,112,7985
708,Movie_708,Thriller,Rahul Verma,French,2024,6.4,89,8556
709,Movie_709,"Thriller, Fantasy",Priya Singh,English,2009,2.0,104,3041
710,Movie_710,Adventure,Priya Singh,French,2008,7.2,86,2043
711,Movie_711,Drama,Priya Singh,French,2006,2.6,115,2045
712,Movie_712,"Action, Sci-Fi, Adventure",Arjun Gupta,Hindi,2015,4.0,125,4955
713,Movie_713,"Fantasy, Sci-Fi",Rahul Verma,Hindi,2014,8.1,128,2526
714,Movie_714,Comedy,Ankit Sharma,Spanish,2003,2.1,80,5235
715,Movie_715,Romance,Priya Singh,Hindi,2019,5.6,177,4670
716,Movie_716,Action,Neha Kapoor,Spanish,2022,8.2,171,3892
717,Movie_717,Fantasy,Arjun Gupta,French,2022,10.0,141,6862
718,Movie_718,Thriller,Arjun Gupta,Hindi,2010,8.3,135,8968
719,Movie_719,Thriller,Ankit Sharma,Spanish,2024,9.5,171,6676
720,Movie_720,"Comedy, Action",Arjun Gupta,French,2005,8.5,127,6536
721,Movie_721,Action,Raj Mehta,English,2015,8.0,92,7987
722,Movie_722,Adventure,Ankit Sharma,English,2008,2.9,152,2721
723,Movie_723,"Action, Fantasy, Drama",Raj Mehta,Spanish,2002,5.1,146,5703
724,Movie_724,"Romance, Thriller, Sci-Fi",Ankit Sharma,Spanish,2004,3.3,127,5603
725,Movie_725,"Romance, Comedy",Rahul Verma,French,2018,1.3,158,5913
726,Movie_726,"Thriller, Fantasy, Sci-Fi",Raj Mehta,Spanish,2017,1.7,115,8906
727,Movie_727,Action,Priya Singh,French,2009,6.7,152,3180
728,Movie_728,Adventure,Rahul Verma,Spanish,2021,4.4,148,6759
729,Movie_729,"Comedy, Thriller",Priya Singh,French,2001,3.4,160,9487
730,Movie_730,"Adventure, Action",Priya Singh,Hindi,2002,9.4,152,136
731,Movie_731,"Drama, Romance, Sci-Fi",Priya Singh,English,2010,6.5,108,5982
732,Movie_732,"Drama, Sci-Fi",Rahul Verma,Spanish,2014,5.3,162,1909
733,Movie_733,Comedy,Priya Singh,English,2022,3.6,89,1713
734,Movie_734,"Action, Drama, Fantasy",Rahul Verma,French,2001,2.2,109,9806
735,Movie_735,Romance,Rahul Verma,French,2019,9.2,160,3866
736,Movie_736,"Drama, Romance, Comedy",Priya Singh,English,2000,1.9,144,18
737,Movie_737,"Romance, Sci-Fi, Action",Ankit Sharma,French,2020,3.5,137,6122
738,Movie_738,"Adventure, Action",Priya Singh,Hindi,2022,1.5,116,5447
739,Movie_739,Drama,Raj Mehta,English,2015,7.5,168,2067
740,Movie_740,Thriller,Raj Mehta,Hindi,2012,3.2,95,4995
741,Movie_741,"Fantasy, Sci-Fi, Thriller",Priya Singh,Spanish,2018,6.7,167,225
742,Movie_742,Adventure,Rahul Verma,English,2016,4.0,110,1349
743,Movie_743,"Drama, Fantasy",Ankit Sharma,Hindi,2004,7.2,108,6532
744,Movie_744,Drama,Raj Mehta,French,2016,2.5,128,3154
745,Movie_745,"Romance, Adventure, Thriller",Priya Singh,Hindi,2001,8.9,103,7293
746,Movie_746,Drama,Rahul Verma,Spanish,2017,6.8,146,7361
747,Movie_747,"Adventure, Sci-Fi, Romance",Neha Kapoor,Spanish,2001,1.5,81,2070
748,Movie_748,"Romance, Sci-Fi, Fantasy",Neha Kapoor,French,2000,2.6,171,459
749,Movie_749,"Drama, Adventure, Sci-Fi",Rahul Verma,Spanish,2012,4.6,117,8967
750,Movie_750,Fantasy,Ankit Sharma,Hindi,2011,7.0,117,4067
751,Movie_751,"Drama, Adventure, Romance",Priya Singh,Hindi,2007,8.2,122,3956
752,Movie_752,"Drama, Thriller",Ankit Sharma,French,2022,3.1,128,5014
753,Movie_753,"Drama, Comedy",Arjun Gupta,French,2001,6.7,144,8162
754,Movie_754,Comedy,Rahul Verma,Hindi,2002,7.2,80,6640
755,Movie_755,"Romance, Action, Fantasy",Neha Kapoor,Hindi,2011,7.9,94,7342
756,Movie_756,"Comedy, Fantasy, Sci-Fi",Arjun Gupta,Hindi,2024,1.1,128,3287
757,Movie_757,Comedy,Neha Kapoor,French,2003,1.8,130,4769
758,Movie_758,Romance,Raj Mehta,English,2007,9.7,142,5349
759,Movie_759,"Drama, Romance, Action",Neha Kapoor,Spanish,2002,1.3,95,1928
760,Movie_760,Thriller,Rahul Verma,English,2004,2.8,166,8960
761,Movie_761,Romance,Ankit Sharma,English,2022,4.4,154,2918
762,Movie_762,"Adventure, Fantasy, Comedy",Priya Singh,English,2001,9.9,104,5303
763,Movie_763,"Action, Comedy, Sci-Fi",Neha Kapoor,Hindi,2004,1.2,166,1447
764,Movie_764,Thriller,Priya Singh,English,2019,2.0,147,8278
765,Movie_765,Drama,Arjun Gupta,French,2010,7.8,100,3668
766,Movie_766,Comedy,Rahul Verma,Hindi,2001,5.0,167,8025
767,Movie_767,"Thriller, Fantasy, Romance",Priya Singh,Hindi,2000,5.3,176,3600
768,Movie_768,Thriller,Rahul Verma,French,2017,9.9,153,2298
769,Movie_769,"Sci-Fi, Comedy, Action",Arjun Gupta,Hindi,2002,6.8,148,6981
770,Movie_770,Action,Arjun Gupta,English,2007,8.2,97,5279
771,Movie_771,Drama,Raj Mehta,French,2018,7.5,124,7518
772,Movie_772,Fantasy,Arjun Gupta,French,2012,2.8,157,2638
773,Movie_773,"Fantasy, Comedy",Arjun Gupta,French,2003,3.9,159,553
774,Movie_774,Adventure,Arjun Gupta,English,2012,6.8,126,1018
775,Movie_775,"Sci-Fi, Drama",Neha Kapoor,English,2015,2.5,153,5994
776,Movie_776,"Action, Drama, Comedy",Raj Mehta,Hindi,2001,4.5,80,8460
777,Movie_777,Action,Neha Kapoor,French,2023,1.1,83,2668
778,Movie_778,"Drama, Romance, Adventure",Ankit Sharma,Spanish,2012,7.9,91,3577
779,Movie_779,"Romance, Drama, Fantasy",Ankit Sharma,Spanish,2019,1.4,97,295
780,Movie_780,"Comedy, Drama, Romance",Ankit Sharma,Hindi,2000,9.9,89,2496
781,Movie_781,"Romance, Drama, Adventure",Arjun Gupta,English,2009,5.5,172,1860
782,Movie_782,Action,Arjun Gupta,Hindi,2014,3.9,98,4196
783,Movie_783,"Drama, Fantasy",Ankit Sharma,Hindi,2006,7.7,164,7376
784,Movie_784,"Comedy, Thriller, Sci-Fi",Raj Mehta,English,2008,3.8,102,7028
785,Movie_785,"Romance, Action, Drama",Raj Mehta,English,2020,1.6,126,7048
786,Movie_786,"Thriller, Comedy, Action",Ankit Sharma,Hindi,2023,4.5,146,4738
787,Movie_787,Comedy,Rahul Verma,Spanish,2007,6.0,82,3940
788,Movie_788,"Thriller, Drama, Sci-Fi",Neha Kapoor,English,2005,1.7,117,84
789,Movie_789,"Action, Drama, Fantasy",Rahul Verma,Hindi,2001,6.4,177,8269
790,Movie_790,Fantasy,Raj Mehta,English,2004,4.8,139,8959
791,Movie_791,"Romance, Sci-Fi",Rahul Verma,English,2009,4.4,161,7050
792,Movie_792,"Adventure, Drama",Raj Mehta,Hindi,2022,2.4,107,4335
793,Movie_793,"Sci-Fi, Fantasy",Ankit Sharma,Hindi,2025,9.3,123,6422
794,Movie_794,Action,Priya Singh,Spanish,2025,1.0,142,5443
795,Movie_795,Thriller,Arjun Gupta,French,2000,9.3,166,471
796,Movie_796,Comedy,Neha Kapoor,English,2023,9.8,135,6131
797,Movie_797,"Action, Adventure",Raj Mehta,English,2013,2.1,127,6378
798,Movie_798,"Fantasy, Drama, Thriller",Ankit Sharma,Hindi,2010,2.6,169,3012
799,Movie_799,Comedy,Arjun Gupta,French,2000,1.8,151,4402
800,Movie_800,"Fantasy, Comedy, Adventure",Arjun Gupta,Hindi,2009,2.9,157,2149
801,Movie_801,"Fantasy, Thriller",Raj Mehta,Spanish,2025,2.2,145,2715
802,Movie_802,"Romance, Action, Adventure",Priya Singh,Spanish,2018,3.8,135,5667
803,Movie_803,"Romance, Drama, Sci-Fi",Rahul Verma,English,2012,3.4,135,7479
804,Movie_804,"Romance, Fantasy, Thriller",Priya Singh,English,2007,7.3,173,6772
805,Movie_805,"Fantasy, Comedy, Thriller",Rahul Verma,Hindi,2013,8.3,170,257
806,Movie_806,"Comedy, Action, Fantasy",Priya Singh,English,2011,1.9,169,9063
807,Movie_807,Thriller,Arjun Gupta,English,2000,9.7,167,6523
808,Movie_808,"Adventure, Fantasy, Sci-Fi",Rahul Verma,Spanish,2021,8.9,136,355
809,Movie_809,"Adventure, Drama, Fantasy",Raj Mehta,English,2010,1.0,118,3139
810,Movie_810,"Comedy, Thriller, Sci-Fi",Arjun Gupta,French,2011,7.5,118,9322
811,Movie_811,"Comedy, Action, Drama",Raj Mehta,English,2016,3.8,167,7709
812,Movie_812,Fantasy,Neha Kapoor,English,2014,9.3,174,8284
813,Movie_813,Drama,Raj Mehta,Hindi,2017,7.5,161,5519
814,Movie_814,Drama,Priya Singh,Spanish,2011,4.5,107,630
815,Movie_815,"Fantasy, Romance",Neha Kapoor,Hindi,2010,9.5,168,6583
816,Movie_816,"Fantasy, Action",Ankit Sharma,French,2009,9.9,153,9912
817,Movie_817,"Adventure, Drama, Sci-Fi",Arjun Gupta,English,2014,5.2,129,5654
818,Movie_818,"Thriller, Action, Sci-Fi",Priya Singh,Hindi,2000,2.7,144,5364
819,Movie_819,"Romance, Fantasy, Sci-Fi",Arjun Gupta,Hindi,2002,1.6,82,4206
820,Movie_820,Drama,Ankit Sharma,Spanish,2005,4.6,88,4986
821,Movie_821,"Action, Adventure, Comedy",Rahul Verma,English,2025,3.7,165,1297
822,Movie_822,"Fantasy, Comedy",Rahul Verma,Spanish,2011,4.3,91,2604
823,Movie_823,"Fantasy, Drama, Sci-Fi",Raj Mehta,French,2004,6.2,164,207
824,Movie_824,"Fantasy, Adventure, Romance",Rahul Verma,French,2023,5.0,143,8776
825,Movie_825,"Action, Adventure",Priya Singh,Spanish,2003,9.8,89,5044
826,Movie_826,Romance,Rahul Verma,Hindi,2024,8.1,176,2303
827,Movie_827,"Fantasy, Thriller, Sci-Fi",Raj Mehta,French,2008,6.6,93,9361
828,Movie_828,"Comedy, Fantasy, Drama",Priya Singh,Spanish,2013,1.9,102,951
829,Movie_829,"Drama, Romance, Thriller",Priya Singh,Spanish,2019,6.7,85,8199
830,Movie_830,Fantasy,Ankit Sharma,French,2024,7.1,115,7414
831,Movie_831,Thriller,Priya Singh,Spanish,2010,7.7,104,1773
832,Movie_832,"Adventure, Fantasy",Arjun Gupta,Hindi,2005,9.5,108,1655
833,Movie_833,"Drama, Comedy",Ankit Sharma,French,2012,10.0,173,8516
834,Movie_834,"Drama, Comedy",Neha Kapoor,Hindi,2017,2.7,98,4444
835,Movie_835,"Drama, Adventure",Ankit Sharma,Hindi,2016,9.8,112,5545
836,Movie_836,Sci-Fi,Rahul Verma,English,2018,3.7,103,947
837,Movie_837,"Comedy, Drama, Romance",Neha Kapoor,Spanish,2014,7.7,149,4736
838,Movie_838,"Adventure, Sci-Fi",Rahul Verma,Hindi,2018,5.0,87,987
839,Movie_839,"Fantasy, Adventure",Neha Kapoor,Spanish,2001,3.9,139,4184
840,Movie_840,"Comedy, Action, Sci-Fi",Raj Mehta,French,2025,2.1,121,485
841,Movie_841,Action,Arjun Gupta,Spanish,2010,2.3,163,860
842,Movie_842,"Comedy, Action, Drama",Neha Kapoor,English,2018,3.9,95,3941
843,Movie_843,"Thriller, Action, Drama",Rahul Verma,English,2006,6.6,180,7582
844,Movie_844,"Fantasy, Sci-Fi, Adventure",Neha Kapoor,Hindi,2013,2.2,135,9020
845,Movie_845,"Fantasy, Adventure, Romance",Neha Kapoor,Hindi,2009,4.9,81,9626
846,Movie_846,"Adventure, Sci-Fi, Thriller",Arjun Gupta,Spanish,2025,3.4,179,4105
847,Movie_847,Fantasy,Neha Kapoor,Spanish,2007,6.3,113,5483
848,Movie_848,"Adventure, Action, Thriller",Priya Singh,English,2012,7.6,123,6354
849,Movie_849,"Fantasy, Action, Drama",Rahul Verma,English,2025,1.3,138,4243
850,Movie_850,"Drama, Comedy, Adventure",Neha Kapoor,Spanish,2008,3.6,164,5192
851,Movie_851,Romance,Ankit Sharma,Spanish,2012,5.6,132,4830
852,Movie_852,Adventure,Raj Mehta,French,2008,5.2,137,6556
853,Movie_853,"Fantasy, Romance, Drama",Neha Kapoor,Hindi,2023,8.9,117,1743
854,Movie_854,Romance,Priya Singh,Spanish,2000,6.5,132,6436
855,Movie_855,"Action, Adventure",Rahul Verma,Spanish,2023,5.2,118,9358
856,Movie_856,"Thriller, Adventure, Comedy",Priya Singh,Hindi,2007,6.3,135,6158
857,Movie_857,"Romance, Comedy",Ankit Sharma,French,2009,1.9,128,1688
858,Movie_858,"Comedy, Adventure, Sci-Fi",Rahul Verma,English,2011,9.7,105,2789
859,Movie_859,"Romance, Comedy, Fantasy",Priya Singh,Spanish,2009,2.1,102,6809
860,Movie_860,"Fantasy, Comedy, Adventure",Arjun Gupta,Hindi,2018,3.3,102,3884
861,Movie_861,Comedy,Rahul Verma,Hindi,2005,5.3,116,4563
862,Movie_862,"Thriller, Action, Romance",Rahul Verma,Hindi,2008,9.4,86,4859
863,Movie_863,Sci-Fi,Priya Singh,English,2017,8.1,155,3941
864,Movie_864,"Romance, Comedy",Priya Singh,English,2003,4.5,152,454
865,Movie_865,"Comedy, Action, Romance",Rahul Verma,English,2008,2.8,167,8008
866,Movie_866,"Adventure, Thriller",Rahul Verma,English,2014,5.1,177,5945
867,Movie_867,"Action, Fantasy",Neha Kapoor,French,2023,5.2,157,1127
868,Movie_868,Romance,Raj Mehta,French,2000,2.0,101,4370
869,Movie_869,"Adventure, Sci-Fi, Comedy",Raj Mehta,English,2020,2.9,163,5640
870,Movie_870,"Action, Fantasy, Adventure",Priya Singh,French,2009,8.6,161,6577
871,Movie_871,"Sci-Fi, Thriller, Action",Arjun Gupta,Hindi,2012,3.3,140,9717
872,Movie_872,"Action, Romance",Arjun Gupta,English,2023,2.5,174,6565
873,Movie_873,"Comedy, Action",Priya Singh,Hindi,2012,1.1,131,9168
874,Movie_874,"Action, Romance",Ankit Sharma,English,2013,2.1,140,675
875,Movie_875,"Fantasy, Comedy",Arjun Gupta,English,2013,3.2,125,8423
876,Movie_876,Drama,Ankit Sharma,Hindi,2025,4.1,167,4508
877,Movie_877,"Drama, Thriller",Neha Kapoor,English,2011,1.3,103,5120
878,Movie_878,Thriller,Neha Kapoor,Hindi,2013,7.8,130,5908
879,Movie_879,"Thriller, Drama",Neha Kapoor,French,2010,3.0,159,4419
880,Movie_880,"Romance, Sci-Fi, Adventure",Arjun Gupta,Spanish,2011,7.0,81,4273
881,Movie_881,Drama,Arjun Gupta,English,2023,7.7,164,5081
882,Movie_882,Sci-Fi,Raj Mehta,French,2021,2.2,91,2676
883,Movie_883,Thriller,Arjun Gupta,English,2015,6.2,105,1435
884,Movie_884,Fantasy,Priya Singh,French,2014,9.0,81,4182
885,Movie_885,"Fantasy, Drama, Sci-Fi",Raj Mehta,French,2003,3.8,169,7947
886,Movie_886,Action,Arjun Gupta,Spanish,2019,2.3,135,178
887,Movie_887,"Fantasy, Sci-Fi",Rahul Verma,French,2004,6.2,96,1073
888,Movie_888,Romance,Priya Singh,Hindi,2008,10.0,174,9374
889,Movie_889,"Thriller, Adventure, Action",Priya Singh,French,2025,1.2,91,8032
890,Movie_890,"Romance, Comedy",Raj Mehta,Spanish,2021,4.1,106,2023
891,Movie_891,Thriller,Arjun Gupta,French,2013,3.5,102,3374
892,Movie_892,Thriller,Rahul Verma,French,2005,9.7,142,21
893,Movie_893,"Drama, Sci-Fi, Action",Arjun Gupta,English,2014,3.8,152,3262
894,Movie_894,Adventure,Priya Singh,French,2014,7.5,107,9888
895,Movie_895,"Sci-Fi, Fantasy, Drama",Neha Kapoor,French,2000,1.9,176,1386
896,Movie_896,Fantasy,Neha Kapoor,English,2006,1.7,120,6903
897,Movie_897,"Drama, Fantasy",Arjun Gupta,Hindi,2023,6.6,125,2180
898,Movie_898,Thriller,Arjun Gupta,English,2024,4.0,107,6564
899,Movie_899,Thriller,Neha Kapoor,English,2017,2.6,178,4444
900,Movie_900,"Thriller, Fantasy, Adventure",Neha Kapoor,English,2008,2.8,87,140
901,Movie_901,"Fantasy, Drama, Thriller",Raj Mehta,Hindi,2014,3.3,147,3087
902,Movie_902,"Romance, Adventure",Ankit Sharma,French,2022,3.6,133,5897
903,Movie_903,Action,Rahul Verma,Spanish,2004,5.8,166,4125
904,Movie_904,Comedy,Raj Mehta,Hindi,2004,7.7,170,6342
905,Movie_905,"Thriller, Action",Priya Singh,Spanish,2005,2.1,118,351
906,Movie_906,Action,Rahul Verma,Hindi,2005,7.3,162,4908
907,Movie_907,"Thriller, Action",Priya Singh,French,2007,6.8,168,2193
908,Movie_908,Action,Raj Mehta,Spanish,2008,4.8,126,8810
909,Movie_909,"Adventure, Drama",Priya Singh,French,2013,3.2,140,1379
910,Movie_910,"Comedy, Thriller, Sci-Fi",Raj Mehta,Spanish,2005,9.5,152,7416
911,Movie_911,Drama,Neha Kapoor,English,2015,4.6,150,874
912,Movie_912,"Action, Drama, Sci-Fi",Priya Singh,Spanish,2016,8.0,153,2963
913,Movie_913,"Thriller, Adventure, Comedy",Arjun Gupta,French,2014,7.8,99,7515
914,Movie_914,Fantasy,Arjun Gupta,English,2017,5.2,165,3613
915,Movie_915,Fantasy,Rahul Verma,English,2003,3.1,178,512
916,Movie_916,"Comedy, Romance",Priya Singh,English,2004,8.0,103,492
917,Movie_917,"Drama, Action, Adventure",Arjun Gupta,Spanish,2010,2.6,177,9742
918,Movie_918,Sci-Fi,Neha Kapoor,French,2011,9.4,162,1693
919,Movie_919,"Comedy, Fantasy",Priya Singh,Spanish,2022,1.6,143,7844
920,Movie_920,"Action, Thriller, Comedy",Neha Kapoor,Hindi,2024,8.5,154,1703
921,Movie_921,Action,Priya Singh,English,2013,6.4,87,7626
922,Movie_922,"Sci-Fi, Adventure",Raj Mehta,Spanish,2014,6.4,127,8748
923,Movie_923,Thriller,Rahul Verma,Hindi,2019,2.0,172,1376
924,Movie_924,"Sci-Fi, Drama, Fantasy",Neha Kapoor,Hindi,2012,9.3,101,6281
925,Movie_925,"Drama, Thriller",Priya Singh,French,2020,9.7,130,1097
926,Movie_926,Action,Raj Mehta,English,2010,6.8,149,5722
927,Movie_927,Fantasy,Ankit Sharma,English,2018,8.7,114,2492
928,Movie_928,Adventure,Neha Kapoor,French,2000,5.5,171,2923
929,Movie_929,Adventure,Ankit Sharma,Spanish,2010,2.1,158,8701
930,Movie_930,"Adventure, Action, Sci-Fi",Priya Singh,Hindi,2010,2.2,134,3158
931,Movie_931,Comedy,Raj Mehta,Hindi,2017,7.9,106,1961
932,Movie_932,Comedy,Priya Singh,English,2023,7.4,174,2530
933,Movie_933,Romance,Ankit Sharma,English,2024,1.7,148,8276
934,Movie_934,"Comedy, Sci-Fi, Thriller",Ankit Sharma,Spanish,2003,7.4,178,3064
935,Movie_935,"Action, Sci-Fi, Thriller",Ankit Sharma,Hindi,2021,1.1,105,1239
936,Movie_936,"Drama, Thriller, Fantasy",Ankit Sharma,French,2011,4.2,98,1253
937,Movie_937,Thriller,Rahul Verma,Spanish,2004,4.5,174,3310
938,Movie_938,"Action, Romance",Neha Kapoor,French,2025,6.8,145,718
939,Movie_939,Comedy,Ankit Sharma,French,2007,2.2,154,9350
940,Movie_940,"Adventure, Drama, Sci-Fi",Arjun Gupta,English,2022,6.9,176,802
941,Movie_941,"Drama, Adventure, Sci-Fi",Raj Mehta,French,2013,1.3,111,5708
942,Movie_942,Adventure,Ankit Sharma,Hindi,2014,2.9,86,8812
943,Movie_943,"Thriller, Drama",Arjun Gupta,Spanish,2012,3.0,178,9877
944,Movie_944,Action,Arjun Gupta,English,2023,5.1,136,9455
945,Movie_945,"Comedy, Drama, Thriller",Priya Singh,French,2000,1.8,145,9928
946,Movie_946,"Fantasy, Romance, Adventure",Arjun Gupta,French,2000,9.1,153,9083
947,Movie_947,"Sci-Fi, Comedy",Ankit Sharma,Spanish,2001,1.9,161,5967
948,Movie_948,Romance,Ankit Sharma,French,2003,6.9,171,829
949,Movie_949,"Romance, Action, Sci-Fi",Priya Singh,English,2002,7.4,168,130
950,Movie_950,Adventure,Priya Singh,Hindi,2001,7.4,109,982
951,Movie_951,Fantasy,Raj Mehta,French,2023,9.8,137,7711
952,Movie_952,"Romance, Fantasy, Thriller",Arjun Gupta,Hindi,2006,1.5,86,7439
953,Movie_953,Romance,Ankit Sharma,French,2023,2.9,112,6271
954,Movie_954,"Thriller, Adventure, Sci-Fi",Priya Singh,English,2016,4.1,101,3394
955,Movie_955,"Comedy, Fantasy",Neha Kapoor,Hindi,2020,5.8,122,9904
956,Movie_956,"Romance, Sci-Fi",Arjun Gupta,French,2011,7.3,106,2288
957,Movie_957,Romance,Neha Kapoor,Hindi,2000,6.0,101,9787
958,Movie_958,Drama,Neha Kapoor,French,2019,5.6,170,3812
959,Movie_959,"Comedy, Drama",Priya Singh,Hindi,2017,7.1,91,2881
960,Movie_960,"Romance, Sci-Fi, Comedy",Arjun Gupta,French,2013,7.6,159,1994
961,Movie_961,"Action, Thriller, Romance",Ankit Sharma,French,2025,8.7,116,5146
962,Movie_962,"Sci-Fi, Adventure, Comedy",Priya Singh,French,2023,8.4,150,2515
963,Movie_963,"Fantasy, Romance, Action",Neha Kapoor,Hindi,2010,1.5,160,8
964,Movie_964,"Romance, Fantasy, Drama",Rahul Verma,Spanish,2024,2.6,144,3034
965,Movie_965,"Adventure, Comedy",Priya Singh,English,2004,3.8,119,916
966,Movie_966,"Drama, Thriller, Adventure",Ankit Sharma,French,2015,2.8,150,6456
967,Movie_967,Comedy,Rahul Verma,English,2004,6.8,89,1285
968,Movie_968,Action,Neha Kapoor,Hindi,2015,6.0,122,7729
969,Movie_969,"Romance, Sci-Fi",Neha Kapoor,English,2025,9.8,125,4849
970,Movie_970,Sci-Fi,Raj Mehta,Spanish,2021,4.8,144,7314
971,Movie_971,"Drama, Fantasy",Arjun Gupta,French,2005,8.2,124,5513
972,Movie_972,"Romance, Action, Comedy",Ankit Sharma,Hindi,2019,9.4,147,4895
973,Movie_973,"Romance, Sci-Fi, Adventure",Ankit Sharma,French,2019,1.6,93,1348
974,Movie_974,"Drama, Action",Neha Kapoor,Spanish,2009,3.6,144,1417
975,Movie_975,"Thriller, Fantasy, Adventure",Rahul Verma,Spanish,2004,9.5,131,957
976,Movie_976,"Sci-Fi, Action",Raj Mehta,English,2011,3.6,116,3518
977,Movie_977,"Drama, Comedy, Sci-Fi",Priya Singh,Hindi,2005,3.8,89,6459
978,Movie_978,"Comedy, Fantasy, Drama",Priya Singh,French,2007,8.2,173,1502
979,Movie_979,Romance,Ankit Sharma,Spanish,2001,9.9,158,1800
980,Movie_980,Thriller,Priya Singh,Spanish,2022,4.9,134,8271
981,Movie_981,"Action, Drama",Ankit Sharma,English,2012,7.5,148,5485
982,Movie_982,"Adventure, Sci-Fi, Romance",Ankit Sharma,Hindi,2018,2.2,141,2247
983,Movie_983,"Romance, Adventure",Rahul Verma,Hindi,2014,4.1,122,8679
984,Movie_984,"Thriller, Fantasy",Ankit Sharma,Hindi,2025,6.0,100,2770
985,Movie_985,Fantasy,Ankit Sharma,English,2018,7.3,133,9032
986,Movie_986,"Drama, Romance, Sci-Fi",Neha Kapoor,English,2013,1.4,120,9843
987,Movie_987,"Action, Adventure",Raj Mehta,English,2001,4.4,167,281
988,Movie_988,"Drama, Sci-Fi",Ankit Sharma,Spanish,2021,8.2,156,1142
